,Gebiedscode,meting,date,doy,dop,plastic_6_packringen,plastic_tassen,plastic_kleine_plastic_tasjes,plastic_drankflessen_groterdan_halveliter,plastic_drankflessen_kleinerdan_halveliter,plastic_wikkels_van_drankflessen,plastic_verpakking_van_schoonmaakmiddelen,plastic_voedselverpakkingen_frietbakjes_etc,plastic_cosmeticaverpakkingen,plastic_motorolieverpakking_groterdan50cm,plastic_jerrycans,plastic_kratten,plastic_auto_onderdelen,plastic_doppen_en_deksels,plastic_aanstekers,plastic_speelgoed,plastic_plastic_bekers_of_delen_daarvan,plastic_netzakken,plastic_handschoenen_huishoudelijk,plastic_handschoenen_professioneel,plastic_touw_diameter_groterdan_1cm,plastic_touw_diameter_kleinerdan_1cm,plastic_sportvisspullen,plastic_breekstaafjes,plastic_emmers,plastic_industrieel_verpakkingsmateriaal,plastic_helmen,plastic_geweerpatronen,plastic_schoenen,plastic_plastic_stukjes_0_2_5cm_hard_plastic,plastic_plastic_stukjes_2_5_50cm_hard_plastic,plastic_plastic_stukjes_0_2_5cm_zacht_plastic,plastic_plastic_stukjes_2_5_50cm_zacht_plastic,plastic_overig_plastic,plastic_piepschuim_0_2_5cm,plastic_piepschuim_2_5_50cm,plastic_piepschuim_voedselverpakkingen,plastic_plastic_folies_groterdan_50cm,plastic_hard_plastic_groterdan_50cm,plastic_rietjes,plastic_snoep_snack_chipsverpakking,plastic_piepschuim_groterdan_50cm,plastic_piepschuim_bekers,plastic_bestek,plastic_biofilm_waterfiltertjes,plastic_kitspuiten,plastic_kunststof_band_tiewraps,plastic_lolliestokjes,plastic_motorolieverpakking_kleinerdan50cm,plastic_vuilniszakken,plastic_schrijfwaren,plastic_visdraad,plastic_vuurwerk,plastic_borden_new,plastic_roerstaafjes_new,plastic_bloempotten_new,plastic_plakband_new,rubber_ballonnen,rubber_banden,rubber_overig_rubber,textiel_kleding,textiel_vloerbedekking,textiel_schoeisel,textiel_overig_textiel,papier_tassen,papier_karton,papier_sigarettenverpakking,papier_sigarettenfilters,papier_kartonnen_bekers,papier_kranten,papier_papier_overig,papier_drankkarton,papier_ondefinieerbaar,hout_kurk,hout_pellets,hout_ijsstokjes,hout_kwasten,hout_overig_hout_keinderdan_50cm,hout_overig_hout_groterdan_50cm,metaal_aluminiumfolie,metaal_capsules,metaal_drankblikjes,metaal_elektriciteitsdraad,metaal_oud_ijzer,metaal_kroonkurken,metaal_oliedrum,metaal_omheinigsdraad_prikkeldraad,metaal_spuitbussen,metaal_verfblik,metaal_vislood,metaal_voedselblikken,metaal_wegwerpbarbecues,metaal_overig_metaal_kleinerdan_50cm,metaal_overig_metaal_groterdan_50cm,glas_flessen_pottten,glas_lampen_tl_lampen,glas_overig_glas,sanitair_cosmetica,sanitair_plastic_wattenstaafjes,sanitair_kartonnen_wattenstaafjes,sanitair_vochtige_doekjes,sanitair_condooms,sanitair_maandverband_en_verpakkingen_ervan,sanitair_plastic_kam_borstel,sanitair_tampons_en_tamponapplicators,sanitair_tissues_wc_papier,sanitair_toiletverfrissers,sanitair_overig_sanitair,medisch_verpakkingen,medisch_spuiten,medisch_overig_medisch,granulaat_korrels
100,M(063a)R-LINL,1,20180224,55.0,419.0,0.0,1.0,8.0,1.0,0.0,11.0,1.0,13.0,1.0,0.0,0.0,0.0,0.0,15.0,2.0,1.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,15.0,22.0,136.0,239.0,8.0,0.0,2.0,,,2.0,,91.0,,,2.0,,0.0,0.0,,0.0,,0.0,0.0,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,2.0,,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,4.0,,,0.0,2.0,0.0,2.0,,0.0,2.0,0.0,0.0,0.0,47.0
101,M(062a)L-LINL,1,20180225,56.0,420.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,26.0,145.0,133.0,11.0,0.0,9.0,,,0.0,,28.0,,,2.0,,1.0,0.0,,0.0,,0.0,0.0,,,,,,1.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,,0.0,4.0,0.0,1.0,,0.0,5.0,0.0,0.0,0.0,5.0
102,M(061a)R-LINL,1,20180316,75.0,439.0,0.0,2.0,1.0,0.0,21.0,5.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,39.0,2.0,2.0,13.0,2.0,0.0,0.0,11.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,31.0,36.0,2.0,0.0,5.0,,,2.0,,2.0,,,1.0,,0.0,0.0,,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,,13.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,53.0
103,M(060a)L-LINL,1,20180224,55.0,419.0,0.0,4.0,1.0,4.0,8.0,2.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,2.0,11.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,7.0,8.0,15.0,28.0,7.0,0.0,2.0,,,1.0,,85.0,,,2.0,,0.0,1.0,,0.0,,1.0,0.0,,,,,,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,,2.0,,,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,5.0
104,M(059a)L-LINL,1,20180213,44.0,408.0,2.0,2.0,2.0,1.0,0.0,11.0,2.0,22.0,2.0,0.0,0.0,0.0,0.0,14.0,1.0,4.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,17.0,66.0,205.0,4.0,0.0,11.0,,,8.0,,78.0,,,1.0,,0.0,1.0,,0.0,,1.0,0.0,,,,,,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.0,,,0.0,1.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,23.0
105,M(057a)L-LINL,1,20180223,54.0,418.0,0.0,0.0,1.0,0.0,9.0,2.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,26.0,2.0,2.0,8.0,1.0,0.0,1.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,108.0,92.0,336.0,1.0,0.0,2.0,,,15.0,,121.0,,,1.0,,1.0,2.0,,0.0,,0.0,0.0,,,,,,0.0,0.0,4.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,5.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,21.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,,0.0,,,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0
106,M(054a)R-LINL,1,20180224,55.0,419.0,0.0,0.0,2.0,2.0,11.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,35.0,1.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,26.0,17.0,43.0,17.0,11.0,0.0,31.0,,,0.0,,8.0,,,7.0,,0.0,0.0,,0.0,,2.0,0.0,,,,,,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,7.0,0.0,5.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,,7.0,,,0.0,0.0,1.0,0.0,,1.0,0.0,2.0,0.0,0.0,0.0
107,M(052a)R-LINL,1,20180222,53.0,417.0,0.0,0.0,0.0,4.0,7.0,4.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,47.0,2.0,5.0,16.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,25.0,50.0,37.0,67.0,0.0,19.0,,,1.0,,28.0,,,5.0,,0.0,5.0,,0.0,,2.0,0.0,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,0.0,7.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,,1.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,2.0,0.0,0.0,17.0
108,M(049a)R-LINL,1,20180220,51.0,415.0,0.0,0.0,2.0,2.0,5.0,2.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,25.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,9.0,27.0,7.0,97.0,4.0,0.0,23.0,,,1.0,,54.0,,,2.0,,0.0,1.0,,0.0,,2.0,0.0,,,,,,1.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,11.0,,,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,1.0,18.0
109,M(048a)L-LINL,1,20180322,81.0,445.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,2.0,47.0,2.0,2.0,8.0,2.0,0.0,0.0,1.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,46.0,56.0,43.0,61.0,1.0,0.0,49.0,,,1.0,,10.0,,,8.0,,0.0,0.0,,0.0,,0.0,0.0,,,,,,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0,1.0,1.0,11.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,5.0,1.0,10.0,,9.0,,,0.0,1.0,0.0,0.0,,0.0,23.0,1.0,0.0,2.0,0.0
110,M(045a)R-LINL,1,20180310,69.0,433.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,4.0,2.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,66.0,61.0,71.0,13.0,0.0,110.0,,,0.0,,71.0,,,5.0,,0.0,0.0,,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.0,,,0.0,4.0,2.0,0.0,,0.0,0.0,1.0,0.0,0.0,157.0
111,M(044a)R-LINL,1,20180503,123.0,487.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,18.0,4.0,4.0,0.0,31.0,,,5.0,,15.0,,,0.0,,0.0,0.0,,0.0,,1.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,4.0,,1.0,,,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,18.0
112,M(043a)R-LINL,1,20180222,53.0,417.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,46.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,43.0,40.0,0.0,22.0,1.0,0.0,35.0,,,0.0,,33.0,,,5.0,,0.0,1.0,,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,,13.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
113,M(042a)R-LINL,1,20180223,54.0,418.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,21.0,0.0,1.0,0.0,0.0,,,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,0.0,2.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
114,M(041a)L-LINL,1,20180305,64.0,428.0,1.0,114.0,239.0,34.0,44.0,78.0,5.0,280.0,16.0,0.0,5.0,4.0,2.0,330.0,43.0,47.0,86.0,10.0,2.0,0.0,2.0,36.0,40.0,5.0,20.0,4.0,0.0,20.0,2.0,1580.0,600.0,880.0,1118.0,298.0,0.0,942.0,,,14.0,,1068.0,,,104.0,,2.0,42.0,,2.0,,23.0,0.0,,,,,,4.0,0.0,0.0,2.0,2.0,2.0,38.0,0.0,4.0,16.0,8.0,0.0,0.0,14.0,2.0,,4.0,0.0,0.0,2.0,40.0,18.0,34.0,0.0,13.0,0.0,10.0,11.0,0.0,0.0,4.0,0.0,2.0,5.0,0.0,2.0,0.0,35.0,2.0,0.0,,288.0,,,2.0,62.0,0.0,28.0,,8.0,28.0,5.0,5.0,38.0,712.0
115,M(039a)R-LINL,1,20180324,83.0,447.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,21.0,7.0,2.0,11.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,35.0,31.0,1.0,0.0,17.0,,,5.0,,27.0,,,7.0,,0.0,0.0,,0.0,,2.0,0.0,,,,,,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,2.0,0.0,2.0,,4.0,0.0,1.0,1.0,0.0,11.0
116,M(038a)R-LINL,1,20180224,55.0,419.0,0.0,2.0,1.0,2.0,4.0,11.0,0.0,13.0,5.0,0.0,0.0,0.0,1.0,33.0,4.0,5.0,11.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,86.0,54.0,125.0,210.0,5.0,0.0,92.0,,,8.0,,85.0,,,9.0,,0.0,0.0,,0.0,,1.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,27.0,,,0.0,2.0,0.0,2.0,,0.0,0.0,4.0,1.0,0.0,82.0
117,M(037a)R-LINL,1,20180222,53.0,417.0,0.0,2.0,5.0,4.0,7.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,8.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,13.0,5.0,11.0,0.0,30.0,,,1.0,,7.0,,,2.0,,0.0,0.0,,0.0,,1.0,0.0,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,,9.0,,,0.0,0.0,0.0,0.0,,0.0,2.0,1.0,0.0,1.0,28.0
118,M(036a)R-LINL,1,20180219,50.0,414.0,1.0,77.0,70.0,0.0,11.0,7.0,1.0,17.0,2.0,0.0,0.0,0.0,0.0,15.0,2.0,4.0,5.0,2.0,0.0,0.0,1.0,2.0,4.0,0.0,2.0,4.0,0.0,0.0,0.0,36.0,25.0,143.0,268.0,13.0,0.0,160.0,,,1.0,,78.0,,,2.0,,0.0,8.0,,0.0,,2.0,0.0,,,,,,0.0,0.0,2.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,,11.0,,,1.0,83.0,0.0,0.0,,1.0,4.0,0.0,0.0,4.0,596.0
119,M(034a)R-LINL,1,20180310,69.0,433.0,1.0,23.0,25.0,11.0,9.0,31.0,7.0,78.0,1.0,1.0,1.0,0.0,5.0,98.0,1.0,16.0,34.0,13.0,0.0,0.0,1.0,11.0,1.0,0.0,8.0,20.0,0.0,0.0,1.0,66.0,68.0,79.0,411.0,28.0,0.0,25.0,,,32.0,,154.0,,,35.0,,5.0,18.0,,0.0,,1.0,0.0,,,,,,2.0,0.0,0.0,1.0,0.0,5.0,16.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,,19.0,,,0.0,37.0,1.0,0.0,,2.0,0.0,0.0,1.0,0.0,386.0
120,M(033a)R-LINL,1,20180126,26.0,390.0,0.0,0.0,0.0,9.0,25.0,0.0,1.0,38.0,4.0,0.0,0.0,0.0,0.0,62.0,7.0,16.0,2.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,63.0,95.0,25.0,2.0,0.0,122.0,,,1.0,,21.0,,,8.0,,0.0,0.0,,0.0,,7.0,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,63.0,,,1.0,8.0,0.0,4.0,,1.0,0.0,0.0,0.0,2.0,2.0
121,M(032a)R-LINL,1,20180222,53.0,417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,11.0,2.0,7.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,65.0,20.0,212.0,78.0,1.0,0.0,20.0,,,0.0,,11.0,,,1.0,,0.0,0.0,,0.0,,1.0,0.0,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,14.0,,,2.0,11.0,0.0,2.0,,0.0,0.0,0.0,0.0,1.0,262.0
122,M(028a)L-LIBE,1,20180213,44.0,408.0,0.0,0.0,2.0,4.0,4.0,10.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,101.0,2.0,5.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,47.0,61.0,0.0,0.0,275.0,0.0,16.0,,,0.0,,18.0,,,4.0,,0.0,0.0,,0.0,,2.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,19.0,,,1.0,4.0,0.0,4.0,,0.0,1.0,1.0,1.0,5.0,450.0
123,M(027a)L-LIBE,1,20180415,105.0,469.0,0.0,0.0,25.0,20.0,10.0,0.0,0.0,25.0,0.0,0.0,5.0,0.0,0.0,40.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,125.0,65.0,620.0,250.0,70.0,0.0,55.0,,,0.0,,70.0,,,10.0,,0.0,0.0,,0.0,,5.0,0.0,,,,,,0.0,0.0,15.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,,0.0,0.0,0.0,0.0,55.0,30.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,25.0,0.0,5.0,,0.0,5.0,0.0,0.0,20.0,250.0
124,M(026a)R-LINL,1,20180223,54.0,418.0,1.0,0.0,1.0,1.0,4.0,4.0,0.0,25.0,1.0,0.0,0.0,0.0,0.0,30.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,92.0,44.0,90.0,153.0,4.0,0.0,27.0,,,1.0,,62.0,,,7.0,,0.0,2.0,,0.0,,1.0,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,2.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9.0,,,0.0,20.0,0.0,0.0,,2.0,16.0,1.0,0.0,8.0,283.0
125,M(025a)L-LIBE,1,20180310,69.0,433.0,0.0,1.0,1.0,4.0,4.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,250.0,250.0,2.0,0.0,1.0,,,0.0,,2.0,,,1.0,,0.0,0.0,,0.0,,0.0,0.0,,,,,,0.0,0.0,1.0,2.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,,1.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0
126,M(024a)L-LIBE,1,20180227,58.0,422.0,0.0,5.0,0.0,5.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,11.0,8.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,130.0,400.0,0.0,0.0,2.0,,,0.0,,0.0,,,0.0,,0.0,1.0,,0.0,,0.0,0.0,,,,,,0.0,0.0,2.0,5.0,1.0,0.0,5.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,,0.0,0.0,0.0,0.0,4.0,1.0,40.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,1.0,17.0,0.0,0.0,,0.0,4.0,0.0,0.0,0.0,0.0
127,M(021a)L-LIBE,1,20180218,49.0,413.0,0.0,0.0,0.0,5.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,23.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,31.0,8.0,55.0,1.0,0.0,4.0,,,10.0,,13.0,,,10.0,,0.0,1.0,,0.0,,2.0,0.0,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,15.0,1.0,0.0,0.0,1.0,21.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,5.0,,,0.0,16.0,0.0,0.0,,1.0,4.0,2.0,0.0,4.0,0.0
128,M(020a)L-LIBE,1,20180219,50.0,414.0,0.0,0.0,5.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,1.0,1.0,9.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,13.0,15.0,60.0,111.0,1.0,0.0,11.0,,,4.0,,40.0,,,2.0,,0.0,1.0,,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,2.0,0.0,2.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,,5.0,,,0.0,32.0,0.0,2.0,,0.0,1.0,0.0,1.0,0.0,0.0
